from-ID	to-ID	edge-kind	chapter	status	edge-class	resolution	kind-basis	evidence
EFF.GRTJB.31	EFF.GRTJA.17	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 11 | `GRTJA_PROOF_2026-08-08.md:JA-BOX-3` | 3 | The pinned-(P-ell) orbit; the only representative content JB-BOX-2 actually carries (r5/F-5
EFF.GRTJB.31	EFF.GRTJA.18	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 12 | `GRTJA_PROOF_2026-08-08.md:JA-BOX-4` | 4 | The F_p[[t]] no-PARI-oracle caveat inherited at matrix row 27
EFF.GRTJB.31	EFF.GRTJA.19	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 9 | `GRTJA_PROOF_2026-08-08.md:JA-BOX-1` | 8 | The five J-A boxes ridden verbatim by JB-BOX-2
EFF.GRTJB.31	EFF.GRTJA.21	stmt-dep	F	OPEN	xref	from:gov,to:stmt	statement-hit	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 14 | `GRTJA_PROOF_2026-08-08.md:shared-key perimeter` | 5 | The phrase whose LEVEL-INDEXING is the arc's recurring defect
EFF.GRTJB.31	EFF.GRTJB.137	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJB-s2of3.md | 3.1 Verified import/XREF designations | 68 | `GRTJB_PROOF_2026-08-08.md:JuncForge` | 2 | note-local reference to the corpus parity-wall lesson (no external designation claimed)
EFF.GRTJB.31	EFF.GRTJC.44	stmt-dep	F	OPEN	xref	from:gov,to:stmt	statement-hit	EFF-GRTJB-s2of3.md | 3.1 Verified import/XREF designations | 66 | `GRTJC_PROOF_2026-08-08.md:JB-BOX-2` | 3 | **REVERSE edge** — GRTJC's `(IN-4)` inherits this box's geography verbatim
EFF.GRTJB.31	EFF.GRTJC.79	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJB-s2of3.md | 3.1 Verified import/XREF designations | 67 | `GRTJC_PROOF_2026-08-08.md:JB-BOX-4` | 2 | **REVERSE edge** — the `g_m = 1` fence for the Ĉ_m instance
EFF.GRTJB.31	EFF.GRTW2.12	stmt-dep	F	OPEN	xref	from:gov,to:stmt	statement-hit	EFF-GRTJB-s2of3.md | 3.1 Verified import/XREF designations | 22 | `GRTW2_PROOF_2026-08-08.md:TH-BASE` | 8 | gives the byte clause at `q = 1` always
EFF.GRTJB.31	EFF.GRTW2.14	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 20 | `GRTW2_PROOF_2026-08-08.md:W2-L3` | 5 | (VD-1) = W2-L3 — the ONLY unconditional level of the dictionary
EFF.GRTJB.31	EFF.GRTW2.16	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 18 | `GRTW2_PROOF_2026-08-08.md:W2-L0` | 5 | Consumed at matrix row 4
EFF.GRTJB.31	EFF.GRTW2.17	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 23 | `GRTW2_PROOF_2026-08-08.md:(C-coll)` | 27 | The byte law's split, matrix row 2
EFF.GRTJB.31	EFF.GRTW2.24	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 16 | `GRTW2_PROOF_2026-08-08.md:W2-C1a` | 10 | The window object at matrix row 13
EFF.GRTJB.31	EFF.GRTW2.25	stmt-dep	F	OPEN	xref	from:gov,to:stmt	statement-hit	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 15 | `GRTW2_PROOF_2026-08-08.md:W2-C1` | 22 | Clause-1 admissibility of the representative φ_{q+1} := Φ_q^har; column (d)
EFF.GRTJB.31	EFF.GRTW2.29	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 17 | `GRTW2_PROOF_2026-08-08.md:W2-C3` | 22 | Chamber transport; **E-2 re-reads its grade at the supplier's 38/44 + 6/44 split**
EFF.GRTJB.31	EFF.GRTW2.35	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 21 | `GRTW2_PROOF_2026-08-08.md:W2-OPEN-1` | 10 | Declared consumed NOWHERE (a NON-IMPORT)
EFF.GRTJB.31	EFF.GRTW2.37	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 19 | `GRTW2_PROOF_2026-08-08.md:W2-L2` | 8 | Named in the consumption list
EFF.GRTJB.31	EFF.GRTW2.55	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 22 | `GRTW2_PROOF_2026-08-08.md:W2-OPEN-2` | 60 | The box W2-C3's measured-above region rides, per E-2
EFF.GRTJB.31	EXT:GD23_phaseB_attempt.md	stmt-dep	F	OPEN	xref	from:gov,to:ext	default	EFF-GRTJB-s2of3.md | 3.1 Verified import/XREF designations | 57 | `GD23_phaseB_attempt.md:GD-2` | 7 | the frame normalization; the displayed clause JB-VTX(b) makes explicit
EFF.GRTJB.31	EXT:ITERLAWN_PROOF_2026-08-08.md	stmt-dep	F	OPEN	xref	from:gov,to:ext	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 42 | `ITERLAWN_PROOF_2026-08-08.md:S0.1` | 13 | The class pin
EFF.GRTJB.31	EXT:LEDGERLAMBDA_2026-08-08.md	stmt-dep	F	OPEN	xref	from:gov,to:ext	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 47 | `LEDGERLAMBDA_2026-08-08.md:LED-Λ(A1)` | 5 | The λ_E face cited ONCE as the polygon bookkeeping
EFF.GRTJB.31	EXT:O1thr_phaseB_verifybrief_rev3.md	stmt-dep	F	OPEN	xref	from:gov,to:ext	default	EFF-GRTJB-s2of3.md | 3.1 Verified import/XREF designations | 59 | `O1thr_phaseB_verifybrief_rev3.md:T-F` | 10 | the family that measured the shear tie
EFF.GRTJB.31	EXT:RMENGINE_2026-08-08.md	stmt-dep	F	OPEN	xref	from:gov,to:ext	default	EFF-GRTJB-s1of3.md | 3.1 Verified import/XREF designations | 24 | `RMENGINE_2026-08-08.md:(RM-m)` | 11 | The box §5 recites verbatim; column (e)
EFF.GRTJB.92	EFF.GRTJA.08	stmt-dep	F	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-GRTJB-s2of3.md | 3.1 Verified import/XREF designations | 3 | `GRTJA_PROOF_2026-08-08.md:JA-RES` | 20 | the PER-SLOT law; `.12`'s (RES) row, re-fenced to `P≤q`
EFF.GRTJC.54	EFF.GRTJB.136	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJC-s1of3.md | 3.1 Verified import/XREF designations | 20 | `GRTJB_PROOF_2026-08-08.md:JB-BOX-2` | 45 | **the inherited J-B geography — `(IN-4)`'s load-bearing clause**
EFF.GRTJC.54	EFF.GRTJB.138	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJC-s1of3.md | 3.1 Verified import/XREF designations | 23 | `GRTJB_PROOF_2026-08-08.md:JB-BOX-4` | 2 | the `g_m = 1` fence for the `Ĉ_m` instance
EFF.GRTJC.54	EFF.GRTJB.34	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJC-s1of3.md | 3.1 Verified import/XREF designations | 21 | `GRTJB_PROOF_2026-08-08.md:JB-CREAD` | 36 | the germ's supplier theorem
EFF.GRTJC.54	EFF.GRTJB.35	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJC-s1of3.md | 3.1 Verified import/XREF designations | 22 | `GRTJB_PROOF_2026-08-08.md:JB-EPS` | 30 | the unconditional ε-collapse
EFF.GRTJC.54	EFF.GRTW2.25	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTJC-s1of3.md | 3.1 Verified import/XREF designations | 24 | `GRTW2_PROOF_2026-08-08.md:W2-C1` | 22 | W-2's admissibility, inherited through `(IN-4)`
EFF.GRTJC.54	EXT:DULEMMA_PROOF_2026-08-08.md	stmt-dep	F	OPEN	xref	from:gov,to:ext	default	EFF-GRTJC-s3of3.md | 3.1 Verified import/XREF designations | 14 | `docs/references/fgmn_residual_ideals_1305.0775v3.pdf` | file EXISTS, **md5 EXACT** | **Annex #3's pinned printed source**
EFF.GRTJC.54	EXT:GRB_ORDER2_2026-08-05.md	stmt-dep	F	OPEN	xref	from:gov,to:ext	default	EFF-GRTJC-s1of3.md | 3.1 Verified import/XREF designations | 10 | `GRB_ORDER2_2026-08-05.md:D-REAL` | 44 | `(IN-2)`'s last-read layer
EFF.GRTJC.54	EXT:ITERLAWN_PROOF_2026-08-08.md	stmt-dep	F	OPEN	xref	from:gov,to:ext	default	EFF-GRTJC-s1of3.md | 3.1 Verified import/XREF designations | 1 | `ITERLAWN_PROOF_2026-08-08.md:ITER-LAW-n` | 11 | `(IN-1)` = [ILN]†, the accepted closed form for `c_T`
EFF.GRTJC.62	EFF.HE3.16	stmt-dep	F	OPEN	reverse-xref	from:stmt,to:gov	default	EFF-HE3.md | Sample re-verification (10 of 46, grep-rerun at merge time against the working tree — MUST include both reverse-edge designations per the merge charge) | `GRTJC_PROOF_2026-08-08.md:JC-LOA
EFF.GRTJC.79	EFF.GRTJB.34	stmt-dep	F	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-GRTJC-s2of3.md | 3.1 Verified import/XREF designations | 12 | `GRTJB_PROOF_2026-08-08.md:JB-CREAD` | 36 | **the germ's supplier theorem — the J-B interface at `.26`**
EFF.GRTJC.79	EFF.GRTJB.35	stmt-dep	F	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-GRTJC-s2of3.md | 3.1 Verified import/XREF designations | 13 | `GRTJB_PROOF_2026-08-08.md:JB-EPS` | 30 | cited at `.26`; **and the authority r1/G7 withdrew at `.33`**
EFF.GRTJC.86	EFF.GRTJB.35	stmt-dep	F	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-GRTJC-s2of3.md | 3.1 Verified import/XREF designations | 13 | `GRTJB_PROOF_2026-08-08.md:JB-EPS` | 30 | cited at `.26`; **and the authority r1/G7 withdrew at `.33`**
EFF.GRTJC.96	EXT:GRW2_TIE_DESIGN_2026-08-08.md	stmt-dep	F	OPEN	xref	from:exact,to:ext	default	EFF-GRTJC-s2of3.md | 3.1 Verified import/XREF designations | 19 | `docs/references/fgmn_residual_ideals_1305.0775v3_layout.txt` | file EXISTS | **Cor 2.7 @525, Thm 4.2 @1028, the rank-one clause @1030
EFF.GRTW2.03	EFF.GRTW2.04	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 15 | `GRTW2_passPE1_report.md` | PRESENT | The first hostile pass (`.03`, `.41`) | s1 | —
EFF.GRTW2.04	EFF.GRTJB.31	stmt-dep	F	OPEN	xref	from:gov,to:gov	default	EFF-GRTW2.md | Sample re-verification (10 of 21, grep/exists-rerun at merge time against the working | `lean/notes/openmath/GRTJB_PROOF_2026-08-08.md` (DEDUP) | PRESENT | PRESENT | OK
EFF.GRTW2.04	EFF.GRTJC.27	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTW2.md | Sample re-verification (10 of 21, grep/exists-rerun at merge time against the working | `GRTJC_PROOF_2026-08-08.md:TR-3′-GEN` | 8 | 8 | OK
EFF.GRTW2.04	EFF.GRTW2.54	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTW2.md | Sample re-verification (10 of 21, grep/exists-rerun at merge time against the working | `runs/cert/C5_grtw2_output.log` | PRESENT | PRESENT | OK
EFF.GRTW2.04	EFF.GRTW2.60	stmt-dep	F	OPEN	xref	from:gov,to:stmt	default	EFF-GRTW2.md | Sample re-verification (10 of 21, grep/exists-rerun at merge time against the working | `runs/cert2/E5_grtw2_output.log` | PRESENT | PRESENT | OK
EFF.GRTW2.04	EFF.SIGMALAW.05	stmt-dep	F	OPEN	xref	from:gov,to:gov	default	EFF-GRTW2.md | Sample re-verification (10 of 21, grep/exists-rerun at merge time against the working | `lean/notes/openmath/SIGMALAW_PROOF_2026-08-08.md` (DEDUP) | PRESENT | PRESENT | OK
EFF.GRTW2.04	EFF.WELDMASTER.03	stmt-dep	F	OPEN	xref	from:gov,to:gov	default	EFF-GRTW2.md | Sample re-verification (10 of 21, grep/exists-rerun at merge time against the working | `lean/notes/openmath/WELDMASTER_2026-08-08.md` (DEDUP) | PRESENT | PRESENT | OK
EFF.GRTW2.04	HYP.139	stmt-dep	F	OPEN	ledger-index	from:gov,to:ledger	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 21 | `spec/HYPOTHESIS_LEDGER.md:HYP.139` | (same as row 2) | — | — | already counted at row 2
EFF.GRTW2.06	EXT:GRT_WELD_BLUEPRINT_2026-08-08.md	stmt-dep	F	OPEN	xref	from:exact,to:ext	statement-hit	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 7 | `docs/references/HigherNewton.tex` | PRESENT | The GMN print; anchors tex 1028, 1166–1258, 1257–1283, 1285, ~1291, 1288, 1
EFF.GRTW2.07	EFF.WELDMASTER.03	stmt-dep	F	OPEN	xref	from:exact,to:gov	statement-hit	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 13 | `verification/openmath/grt_w2_checks.py` + `grt_w2_checks_output.txt` + `grt_w2_checks_results.json` | 3/3 PRESENT | The 
EFF.GRTW2.20	EFF.LIFTCORNER.72	stmt-dep	F	OPEN	reverse-xref	from:stmt,to:exact	default	EFF-LIFTCORNER-s1of2.md | 3.3 Reverse XREFs — consumers of this note | X13 | `GRTW2_PROOF_2026-08-08.md` — `the accepted LIFTCORNER's shift-descent` | 1 | 1351 | the supplier's acceptance record names
EFF.GRTW2.24	EFF.GRTJB.31	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 9 | `lean/notes/openmath/GRTJB_PROOF_2026-08-08.md` | PRESENT | [JB], route (2) of the adjudication; §0M row 15 the fold targe
EFF.GRTW2.32	EFF.WELDMASTER.03	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 13 | `verification/openmath/grt_w2_checks.py` + `grt_w2_checks_output.txt` + `grt_w2_checks_results.json` | 3/3 PRESENT | The 
EFF.GRTW2.33	EFF.SIGMALAW.05	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 11 | `lean/notes/openmath/SIGMALAW_PROOF_2026-08-08.md` | PRESENT | The Σ-LAW supplier that PROVED (OPEN-2a) forward (`.33`) /
EFF.GRTW2.34	EFF.GRTJB.31	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 9 | `lean/notes/openmath/GRTJB_PROOF_2026-08-08.md` | PRESENT | [JB], route (2) of the adjudication; §0M row 15 the fold targe
EFF.GRTW2.34	EFF.GRTJC.27	stmt-dep	F	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 1 | `GRTJC_PROOF_2026-08-08.md:TR-3′-GEN` | **8** | The corpus's two-operator dictionary, OPEN at general order — route (1) of
EFF.GRTW2.35	EFF.LIFTCORNER.62	stmt-dep	F	OPEN	reverse-xref	from:stmt,to:exact	default	EFF-LIFTCORNER-s1of2.md | 3.3 Reverse XREFs — consumers of this note | X11 | same — `W2-OPEN-1` | 10 | 127 | the designation `.62` says two things are owed against; the ledger row at line 982 records 
EFF.GRTW2.37	EFF.WELDMASTER.03	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 13 | `verification/openmath/grt_w2_checks.py` + `grt_w2_checks_output.txt` + `grt_w2_checks_results.json` | 3/3 PRESENT | The 
EFF.GRTW2.38	EFF.LIFTCORNER.62	stmt-dep	F	OPEN	reverse-xref	from:stmt,to:exact	default	EFF-LIFTCORNER-s1of2.md | 3.3 Reverse XREFs — consumers of this note | X11 | same — `W2-OPEN-1` | 10 | 127 | the designation `.62` says two things are owed against; the ledger row at line 982 records 
EFF.GRTW2.39	EFF.GRTJC.27	stmt-dep	F	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 1 | `GRTJC_PROOF_2026-08-08.md:TR-3′-GEN` | **8** | The corpus's two-operator dictionary, OPEN at general order — route (1) of
EFF.GRTW2.39	HYP.139	stmt-dep	F	OPEN	ledger-index	from:exact,to:ledger	statement-hit	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 2 | `spec/HYPOTHESIS_LEDGER.md:HYP.139` | **20** | The ledger row for the W-1 transport (census I-4), class MATH, ATTEMPT (`.3
EFF.GRTW2.41	EFF.GRTJB.31	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 9 | `lean/notes/openmath/GRTJB_PROOF_2026-08-08.md` | PRESENT | [JB], route (2) of the adjudication; §0M row 15 the fold targe
EFF.GRTW2.41	EFF.GRTW2.04	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 15 | `GRTW2_passPE1_report.md` | PRESENT | The first hostile pass (`.03`, `.41`) | s1 | —
EFF.GRTW2.41	EFF.WELDMASTER.03	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 12 | `lean/notes/openmath/WELDMASTER_2026-08-08.md` | PRESENT | (M4)'s W2-C3 face, the fold target (`.41`) / the executed fold
EFF.GRTW2.42	EFF.GRTW2.04	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 16 | `GRTW2_passPE2_report.md` | PRESENT | The second hostile pass (`.03`, `.42`) | s1 | —
EFF.GRTW2.43	EFF.GRTW2.04	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 17 | `GRTW2_passPE3_report.md` | PRESENT | The third hostile pass (`.03`, `.43`) | s1 | —
EFF.GRTW2.44	EFF.GRTW2.04	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 18 | `GRTW2_passPE4_report.md` | PRESENT | The fourth hostile pass (`.03`, `.44`) | s1 (bundled row 17) + s2 (own row) | **par
EFF.GRTW2.44	EFF.GRTW2.07	stmt-dep	F	OPEN	xref	from:exact,to:stmt	default	EFF-GRTW2-s2of2.md | 3.1 Verified imports and pins | 6 | `verification/openmath/grt_w2_checks.py` + 2 artifacts | 3/3 PRESENT | the frozen runner, verified a fourth time (`.01`)
EFF.GRTW2.44	EFF.WELDMASTER.03	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 13 | `verification/openmath/grt_w2_checks.py` + `grt_w2_checks_output.txt` + `grt_w2_checks_results.json` | 3/3 PRESENT | The 
EFF.GRTW2.48	EFF.GRTJB.31	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 9 | `lean/notes/openmath/GRTJB_PROOF_2026-08-08.md` | PRESENT | [JB], route (2) of the adjudication; §0M row 15 the fold targe
EFF.GRTW2.48	EFF.WELDMASTER.03	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 12 | `lean/notes/openmath/WELDMASTER_2026-08-08.md` | PRESENT | (M4)'s W2-C3 face, the fold target (`.41`) / the executed fold
EFF.GRTW2.50	EFF.SIGMALAW.05	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 11 | `lean/notes/openmath/SIGMALAW_PROOF_2026-08-08.md` | PRESENT | The Σ-LAW supplier that PROVED (OPEN-2a) forward (`.33`) /
EFF.GRTW2.53	EFF.SIGMALAW.05	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 11 | `lean/notes/openmath/SIGMALAW_PROOF_2026-08-08.md` | PRESENT | The Σ-LAW supplier that PROVED (OPEN-2a) forward (`.33`) /
EFF.GRTW2.54	EFF.GRTW2.60	stmt-dep	F	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-GRTW2.md | 4. XREF verification ledger (consolidated, deduplicated) | 20 | `runs/cert2/E5_grtw2_output.log` | PRESENT | The certification adjudication (`.54`, `.60`) | s2 | —
EFF.HE3.04	EFF.GENHN.11	stmt-dep	B	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HE3.md | 4. XREF verification ledger (consolidated, deduplicated) | 5 | `GENHN_PROOF_2026-08-08.md:LEMMA GENHN-4` | 3 | Declared NOT consumed — the fence at `.04` / declared NOT consumed at `.39` 
EFF.HE3.06	EFF.HE7.65	stmt-dep	B	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HE3.md | 4. XREF verification ledger (consolidated, deduplicated) | 39 | `HE7_PROOF_2026-08-08.md:HE3-BOX-6` | **1 (CORRECTED — shard 2 recorded 12; see note above and source defect 16)** | **Reve
EFF.HE3.06	EFF.T2.25	stmt-dep	B	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HE3.md | 5.1 Consumer-direction ledger (mathematical supply versus append/consumption protocol, kept strictly distinct per the header's predicate split) | **T2 (accepted, 2/2)** | **`HE3-A-PROOF` 
EFF.HE3.06	EFF.T2.61	stmt-dep	B	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HE3.md | 5.1 Consumer-direction ledger (mathematical supply versus append/consumption protocol, kept strictly distinct per the header's predicate split) | **T2 (accepted, 2/2)** | **`HE3-A-PROOF` 
EFF.HE3.09	HYP.81	stmt-dep	B	OPEN	ledger-index	from:exact,to:ledger	default	EFF-HE3.md | 5.1 Consumer-direction ledger (mathematical supply versus append/consumption protocol, kept strictly distinct per the header's predicate split) | `spec/HYPOTHESIS_LEDGER.md` | `HYP.81` (1
EFF.HE3.10	EFF.GENHN.22	stmt-dep	B	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HE3.md | 4. XREF verification ledger (consolidated, deduplicated) | 15 | `GENHN_PROOF_2026-08-08.md:ERRATUM E3` | 4 | The same carrier correction one level up (`.10`) | s1 | —
EFF.HE3.11	EFF.GENHN.24	stmt-dep	B	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HE3.md | 4. XREF verification ledger (consolidated, deduplicated) | 14 | `GENHN_PROOF_2026-08-08.md:ERRATUM 2026-08-08` | 1 | GENHN's `[r1]` node erratum, consumed at `.11`(iii) / the GENHN corner
EFF.HE3.16	EFF.GENHN.07	stmt-dep	B	OPEN	xref	from:gov,to:stmt	default	EFF-HE3-s1of2.md | 3.1 Verified import/XREF designations | 1 | `GENHN_PROOF_2026-08-08.md:THEOREM GENHN.CLASS` | 7 | The genre datum, consumed as the definition layer
EFF.HE3.16	EFF.GENHN.18	stmt-dep	B	OPEN	xref	from:gov,to:stmt	default	EFF-HE3.md | 4. XREF verification ledger (consolidated, deduplicated) | 12 | `GENHN_PROOF_2026-08-08.md:THEOREM GENHN.B` | 7 | The clause list HE3.C discharges into | s1 | —
EFF.HE3.16	EFF.GENHN.23	stmt-dep	B	OPEN	xref	from:gov,to:stmt	default	EFF-HE3-s1of2.md | 3.1 Verified import/XREF designations | 2 | `GENHN_PROOF_2026-08-08.md:LEMMA GENHN-1` | 4 | The Φ′-development and (pre-correction) the node
EFF.HE3.16	EFF.GENHN.24	stmt-dep	B	OPEN	xref	from:gov,to:stmt	default	EFF-HE3-s2of2.md | 3.1 Verified import/XREF designations | 10 | `GENHN_PROOF_2026-08-08.md:ERRATUM 2026-08-08` | 1 | The GENHN corner M-1's conservativity rests on
EFF.HE3.16	EFF.GENHN.27	stmt-dep	B	OPEN	xref	from:gov,to:stmt	default	EFF-HE3.md | 4. XREF verification ledger (consolidated, deduplicated) | 3 | `GENHN_PROOF_2026-08-08.md:LEMMA GENHN-2` | 2 | THE SLOT LEMMA — at roots θ only; the ξ-form is HE6-0″ | s1 | —
EFF.HE3.16	EFF.GENHN.29	stmt-dep	B	OPEN	xref	from:gov,to:stmt	default	EFF-HE3.md | 4. XREF verification ledger (consolidated, deduplicated) | 4 | `GENHN_PROOF_2026-08-08.md:LEMMA GENHN-3` | 3 | The window ledger; `GENHN-3(a)` (row 13) is the lift-stability clause | s1 |
EFF.HE3.16	EFF.GENHN.38	stmt-dep	B	OPEN	xref	from:gov,to:stmt	default	EFF-HE3-s1of2.md | 3.1 Verified import/XREF designations | 13 | `GENHN_PROOF_2026-08-08.md:GENHN-3(a)` | 11 | Lift-stability iff dv < e₁N
EFF.HE3.16	EFF.GENHN.50	stmt-dep	B	OPEN	xref	from:gov,to:stmt	default	EFF-HE3-s1of2.md | 3.1 Verified import/XREF designations | 10 | `GENHN_PROOF_2026-08-08.md:GENHN-BOX-2` | 5 | The W-9 weld face **declared NOT inherited**
EFF.HE3.16	EFF.GENHN.52	stmt-dep	B	OPEN	xref	from:gov,to:stmt	default	EFF-HE3-s1of2.md | 3.1 Verified import/XREF designations | 9 | `GENHN_PROOF_2026-08-08.md:GENHN-BOX-4` | 3 | The same perimeter as a box; HE3-BOX-2 inherits it
EFF.HE3.16	EFF.GENHN.68	stmt-dep	B	OPEN	xref	from:gov,to:stmt	default	EFF-HE3.md | 4. XREF verification ledger (consolidated, deduplicated) | 8 | `GENHN_PROOF_2026-08-08.md:S11.F` | 10 | The extraction-certified perimeter, the machine-side gate / its derivation | s1+s2 
EFF.HE3.16	EFF.GENHN.90	stmt-dep	B	OPEN	xref	from:gov,to:stmt	default	EFF-HE3.md | 4. XREF verification ledger (consolidated, deduplicated) | 7 | `GENHN_PROOF_2026-08-08.md:GENHN.A(v)` | 6 | The (μ,K)-cluster read DEFINITION 2 instantiates | s1 | —
EFF.HE3.16	EFF.GENIND.163	stmt-dep	B	OPEN	xref	from:gov,to:stmt	statement-hit	EFF-HE3.md | 4. XREF verification ledger (consolidated, deduplicated) | 19 | `GENIND_PROOF_2026-08-08.md:GENIND.A(IV)` | 5 | The descent engine — abscissa length ≥ 4 ⟹ μ ≥ 4 | s1 | —
EFF.HE3.16	EFF.GENIND.17	stmt-dep	B	OPEN	xref	from:gov,to:stmt	default	EFF-HE3.md | 4. XREF verification ledger (consolidated, deduplicated) | 18 | `GENIND_PROOF_2026-08-08.md:GENIND.A(I)` | 3 | The species partition | s1 | —
EFF.HE3.16	EFF.GENIND.24	stmt-dep	B	OPEN	xref	from:gov,to:stmt	default	EFF-HE3-s1of2.md | 3.1 Verified import/XREF designations | 20 | `GENIND_PROOF_2026-08-08.md:LEMMA GENIND-3` | 6 | Sibling fibration for embedded genres; also consumed by R8-2
